	Name	ISIN	Country	Currency	Exchange	Type of Security	Rating	Primary Listing	Industry Classification	Weighting
411	PHARMA MAR BR	ES0169501022	Spanien	EUR	-	Equity	-	-	Health Care	0.0008786714
412	REVENIO GR.	FI0009010912	Finnland	EUR	Helsinki Stock Exchange	Equity	-	OMX Helsinki Index	Health Care	0.0008769512
413	MUTUIONLINE	IT0004195308	Italien	EUR	-	Equity	-	-	Financials	0.000876084
414	CASINO GUICHARD PERRACHON	FR0000125585	Frankreich	EUR	Euronext Paris	Equity	Baa3	CAC 40 Index	Consumer Staples	0.0008698614
415	TECHNIP ENER BR RG	NL0014559478	Frankreich	EUR	-	Equity	-	-	Energy	0.0008682027
416	NORTHGATE	GB00B41H7391	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0008648933
417	DEUTSCHE PFANDBRIEFBANK	DE0008019001	Deutschland	EUR	XETRA	Equity	-	DAX Index	Financials	0.0008628048
418	ALD INTL.	FR0013258662	Frankreich	EUR	-	Equity	-	-	Industrials	0.0008592878
419	LANDIS+GYR LTD	CH0371153492	Schweiz	CHF	-	Equity	-	-	Industrials	0.000859085
420	NCC B	SE0000117970	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Industrials	0.0008561653
421	LAB. ALMIRALL SA	ES0157097017	Spanien	EUR	Mercado Continuo Espana	Equity	Ba3	IBEX 35 Index	Health Care	0.0008538549
422	MODERN TIMES	SE0000412371	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Communication Services	0.0008518183
423	S IMMO	AT0000652250	Österreich	EUR	Vienna Stock Exchange	Equity	-	Austrian Traded Index	Real Estate	0.0008453387
424	NORWEGIAN FINANS HLDG.	NO0010387004	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Financials	0.0008452668
425	BEKAERT	BE0974258874	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Materials	0.0008429182
426	FIRSTGROUP	GB0003452173	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	Baa3	FTSE 100 Index	Industrials	0.0008309547
427	OESTERREICHISCHE POST	AT0000APOST4	Österreich	EUR	Vienna Stock Exchange	Equity	-	Austrian Traded Index	Industrials	0.000830596
428	FLOW TRADERS	NL0011279492	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Financials	0.0008251149
429	TECHNOGYM	IT0005162406	Italien	EUR	Milan Stock Exchange	Equity	-	FTSE Italia All-Share Index	Consumer Discretionary	0.0008138663
430	NCC GROUP	GB00B01QGK86	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Information Technology	0.0008132876
431	CLINIGEN	GB00B89J2419	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Health Care	0.000809564
432	UPONOR	FI0009002158	Finnland	EUR	Helsinki Stock Exchange	Equity	-	OMX Helsinki Index	Industrials	0.0008093755
433	EMIS GR.	GB00B61D1Y04	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Health Care	0.0008092368
434	GCP STUDENT LIVING	GB00B8460Z43	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Real Estate	0.0008089725
435	ALBIOMA	FR0000060402	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Utilities	0.0008085627
436	KEMIRA	FI0009004824	Finnland	EUR	Helsinki Stock Exchange	Equity	-	OMX Helsinki Index	Materials	0.0008075618
437	GRENKE	DE000A161N30	Deutschland	EUR	XETRA	Equity	-	DAX Index	Financials	0.0008074913
438	BURCKARDT COMPRESSION HLDG.	CH0025536027	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0008065427
439	LXI REIT	GB00BYQ46T41	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Real Estate	0.0008058201
440	BANCO COMERCIAL PORT.	PTBCP0AM0015	Portugal	EUR	Euronext Lisbon	Equity	-	-	Financials	0.000804014
441	SALZGITTER	DE0006202005	Deutschland	EUR	XETRA	Equity	-	DAX Index	Materials	0.0008027555
442	SANNE	JE00BVRZ8S85	Jersey	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Financials	0.0007983265
443	UNIQA	AT0000821103	Österreich	EUR	Vienna Stock Exchange	Equity	A3	Austrian Traded Index	Financials	0.000796182
444	EUROPRIS ASA	NO0010735343	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Consumer Discretionary	0.0007934115
445	EMENTOR	NO0004822503	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Information Technology	0.0007932157
446	LINEA DIRECTA BR	ES0105546008	Spanien	EUR	-	Equity	-	-	Financials	0.0007908695
447	MUSTI GRP RG-A3	FI4000410758	Finnland	EUR	Helsinki Stock Exchange	Equity	-	OMX Helsinki Index	Consumer Discretionary	0.0007875753
448	JENOPTIK N	DE000A2NB601	Deutschland	EUR	XETRA	Equity	-	DAX Index	Information Technology	0.0007865513
449	GOLDEN OCEAN GROUP	BMG396372051	Bermuda	NOK	NASDAQ National Market System	Equity	-	NASDAQ Composite Index	Industrials	0.0007858698
450	BEFIMMO S.C.A.	BE0003678894	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Real Estate	0.0007844278
451	RATOS (B)	SE0000111940	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Financials	0.000781652
452	HORNBACH HLDG.	DE0006083405	Deutschland	EUR	XETRA	Equity	-	DAX Index	Consumer Discretionary	0.0007805849
453	COMPANIAA DE DISTRIBUCION INTEGRAL LOGISTA	ES0105027009	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Industrials	0.0007797969
454	SMART METERING SYSTEMS	GB00B4X1RC86	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0007759927
455	GROUPE FNAC	FR0011476928	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Consumer Discretionary	0.0007732646
456	VEIDEKKE	NO0005806802	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Industrials	0.0007679194
457	RESTAURANT GROUP	GB00B0YG1K06	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.0007678652
458	DALATA HOTEL	IE00BJMZDW83	Irland	EUR	Irish Stock Exchange	Equity	-	ISEQ Irish Overall Index	Consumer Discretionary	0.0007611146
459	GREENCORE GROUP	IE0003864109	Irland	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Staples	0.000759371
460	SESA	IT0004729759	Italien	EUR	-	Equity	-	-	Information Technology	0.0007590526
461	ARSEUS NV	BE0003874915	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Health Care	0.0007583433
462	SPAREBANK 1 NORD-NORGE	NO0006000801	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Financials	0.0007562333
463	VIENNA INS.	AT0000908504	Österreich	EUR	Vienna Stock Exchange	Equity	A1	Austrian Traded Index	Financials	0.0007521662
464	BANCA MEDIOLANUM	IT0004776628	Italien	EUR	Milan Stock Exchange	Equity	-	FTSE Italia All-Share Index	Financials	0.0007505343
465	CEWE STIFTUNG & CO	DE0005403901	Deutschland	EUR	XETRA	Equity	B1	DAX Index	Industrials	0.0007498947
466	BREWIN DOLPHIN HLDGS.	GB0001765816	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Financials	0.0007484776
467	KLOVERN B	SE0006593919	Schweden	SEK	-	Equity	-	-	Real Estate	0.000746647
468	DRAPER ESPRIT RG	GB00BY7QYJ50	Vereinigtes Königreich	GBP	-	Equity	-	-	Financials	0.0007447595
469	GRANGES	SE0006288015	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Materials	0.0007428147
470	BOSSARD	CH0238627142	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0007424915
471	RATHBONE BROTHERS	GB0002148343	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Financials	0.0007424263
472	BYTES TECH GRP RG	GB00BMH18Q19	Vereinigtes Königreich	GBP	-	Equity	-	-	Information Technology	0.0007390711
473	SOLARIA ENERGIA SA	ES0165386014	Spanien	EUR	-	Equity	-	-	Utilities	0.000738276
474	SWISSQUOTE GR.HLDG.	CH0010675863	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Financials	0.0007380428
475	HMS NETWORKS	SE0009997018	Schweden	SEK	-	Equity	-	-	Information Technology	0.0007374355
476	AMADEUS FIRE	DE0005093108	Deutschland	EUR	XETRA	Equity	-	DAX Index	Industrials	0.0007335911
477	SCHOUW & CO	DK0010253921	Dänemark	DKK	Copenhagen Stock Exchange	Equity	-	OMX COPENHAGEN 20 Index	Consumer Staples	0.0007327151
478	ELECTROLUX PRO RG-B	SE0013747870	Schweden	SEK	-	Equity	-	-	Industrials	0.0007324326
479	ZEHNDER	CH0276534614	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0007322219
480	BIOTAGE AB	SE0000454746	Schweden	SEK	-	Equity	-	-	Health Care	0.0007300521
481	AVON RUBBER	GB0000667013	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.000728228
482	ECKERT & ZIEGLER	DE0005659700	Deutschland	EUR	-	Equity	-	DAX Index	Health Care	0.0007223957
483	SCANDINAVIAN TOBACCO	DK0060696300	Dänemark	DKK	Copenhagen Stock Exchange	Equity	-	OMX COPENHAGEN 20 Index	Consumer Staples	0.0007176995
484	SABRE INSURANCE GROUP	GB00BYWVDP49	Vereinigtes Königreich	GBP	-	Equity	-	-	Financials	0.0007158987
485	ARYZTA	CH0043238366	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Consumer Staples	0.0007136729
486	CINEWORLD GROUP	GB00B15FWH70	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Communication Services	0.0007134865
487	TELEKOM AUSTRIA	AT0000720008	Österreich	EUR	Vienna Stock Exchange	Equity	Baa2	Austrian Traded Index	Communication Services	0.000713268
488	CAIRN ENER RG	GB00BN0SMB92	Vereinigtes Königreich	GBP	-	Equity	-	-	Energy	0.0007116234
489	VICTORIA	GB00BZC0LC10	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.0007095849
490	CERES POWER HLDGS.	GB00BG5KQW09	Vereinigtes Königreich	GBP	-	Equity	-	-	Industrials	0.0007022571
491	AFG ARBONIA N	CH0110240600	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0007010079
492	VIRBAC	FR0000031577	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Health Care	0.0006998065
493	FINGERPRINT CARDS	SE0008374250	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Information Technology	0.0006993706
494	ELEMENTIS	GB0002418548	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Materials	0.0006945898
495	PER AARSLEFF (B)	DK0060700516	Dänemark	DKK	Copenhagen Stock Exchange	Equity	-	OMX COPENHAGEN 20 Index	Industrials	0.0006943467
496	JOST WERKE	DE000JST4000	Deutschland	EUR	-	Equity	-	-	Industrials	0.0006935897
497	RETAIL ESTATES	BE0003720340	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Real Estate	0.0006921117
498	HIBERNIA	IE00BGHQ1986	Irland	EUR	Irish Stock Exchange	Equity	-	ISEQ Irish Overall Index	Real Estate	0.000690943
499	CIVITAS SOCIAL HOUSING	GB00BD8HBD32	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Real Estate	0.0006896525
500	LAGARDERE	FR0000130213	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Communication Services	0.00068809
501	BPOST	BE0974268972	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Industrials	0.0006839688
502	BILIA	SE0009921588	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Consumer Discretionary	0.0006827776
503	DT. EUROSHOP	DE0007480204	Deutschland	EUR	XETRA	Equity	-	DAX Index	Real Estate	0.0006763275
504	KRONES	DE0006335003	Deutschland	EUR	XETRA	Equity	-	DAX Index	Industrials	0.0006703385
505	MORGAN CRUCIBLE COMPANY	GB0006027295	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0006700361
506	NINETY ONE RG	GB00BJHPLV88	Vereinigtes Königreich	GBP	-	Equity	-	-	Financials	0.0006692739
507	COATS GR.	GB00B4YZN328	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.0006689038
508	ZARDOYA OTIS	ES0184933812	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Industrials	0.0006684085
509	IBSTOCK	GB00BYXJC278	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Materials	0.0006679456
510	MAISONS DU MONDE	FR0013153541	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Consumer Discretionary	0.0006646228
511	LEM HLDG	CH0022427626	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Information Technology	0.0006625428
512	KARDEX	CH0100837282	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.000660483
513	NOBIA	SE0000949331	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Consumer Discretionary	0.0006595899
514	CHEMOMETEC	DK0060055861	Dänemark	DKK	-	Equity	-	-	Health Care	0.0006591461
515	SIRIUS REAL ESTATE	GG00B1W3VF54	Guernsey	GBP	-	Equity	-	-	Real Estate	0.000657807
516	ACEA	IT0001207098	Italien	EUR	Milan Stock Exchange	Equity	-	FTSE Italia All-Share Index	Utilities	0.0006564131
517	COFACE	FR0010667147	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Financials	0.0006551938
518	FAES FARMA	S.A.	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Health Care	0.0006549985
519	SUEDZUCKER	DE0007297004	Deutschland	EUR	XETRA	Equity	Baa2	DAX Index	Consumer Staples	0.000654508
520	INDRA SISTEMAS S.A.	ES0118594417	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Information Technology	0.0006541541
521	MITCHELLS & BUTLERS	GB00B1FP6H53	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.00065201
522	KAMBI GR.	MT0000780107	Malta	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Consumer Discretionary	0.0006516657
523	CONSTRUCCIONES Y AUX. DE FERROCARRIL	ES0121975009	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Industrials	0.0006497653
524	VICAT	FR0000031775	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Materials	0.0006484836
525	HALFORDS GROUP	GB00B012TP20	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.0006467207
526	STRATEC BIOMEDICAL	DE000STRA555	Deutschland	EUR	XETRA	Equity	-	DAX Index	Health Care	0.0006464449
527	INVISIO COMMUNICATIONS AB	SE0001200015	Schweden	SEK	-	Equity	-	-	Industrials	0.0006419535
528	GREATLAND GOLD	GB00B15XDH89	Vereinigtes Königreich	GBP	-	Equity	-	-	Materials	0.0006397368
529	CATENA	SE0001664707	Schweden	SEK	-	Equity	-	-	Real Estate	0.0006393327
530	VZ HOLDING N	CH0528751586	Schweiz	CHF	-	Equity	-	-	Financials	0.0006392796
531	LEARNING TECHNOLOGIES GR.	GB00B4T7HX10	Vereinigtes Königreich	GBP	-	Equity	-	-	Information Technology	0.0006389597
532	AUTOGRILL	IT0001137345	Italien	EUR	Milan Stock Exchange	Equity	-	FTSE Italia All-Share Index	Consumer Discretionary	0.0006380294
533	MONTEA	BE0003853703	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Real Estate	0.0006317365
534	ST GALLER KANTONALBANK	CH0011484067	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Financials	0.0006290112
535	MORGAN SINDALL	GB0008085614	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0006282425
536	BIOGAIA	SE0000470395	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Health Care	0.0006273939
537	SALVATORE FERRAGAMO	IT0004712375	Italien	EUR	Milan Stock Exchange	Equity	-	FTSE Italia All-Share Index	Consumer Discretionary	0.0006272272
538	TULLOW OIL	GB0001500809	Ghana	GBP	London Stock Exchange	Equity	B1	FTSE 100 Index	Energy	0.0006272148
539	VERALLIA	FR0013447729	Frankreich	EUR	-	Equity	-	-	Materials	0.0006266782
540	SANOMA CORPORATION	FI0009007694	Finnland	EUR	Helsinki Stock Exchange	Equity	-	OMX Helsinki Index	Communication Services	0.0006259211
541	ENERGEAN OIL&GAS	GB00BG12Y042	Vereinigtes Königreich	GBP	-	Equity	-	-	Energy	0.000625797
542	MUNTERS GRP-B RG	SE0009806607	Schweden	SEK	-	Equity	-	-	Industrials	0.0006257797
543	WASHTEC	DE0007507501	Deutschland	EUR	XETRA	Equity	-	DAX Index	Industrials	0.0006252571
544	BIFFA	GB00BD8DR117	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0006219581
545	OXFORD BIOMEDICAL	GB00BDFBVT43	Vereinigtes Königreich	GBP	-	Equity	-	-	Health Care	0.0006211682
546	BONAVA (B)	SE0008091581	Schweden	SEK	Stockholm Stock Exchange	Equity	-	OMX Stockholm 30 Index	Consumer Discretionary	0.0006184366
547	A.G.BARR	GB00B6XZKY75	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Staples	0.0006178198
548	VAN LANSCHOT KEMPEN NV	NL0000302636	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Financials	0.0006171445
549	HUBER & SUHNERNEW	CH0030380734	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0006167891
550	PATRIZIA IMMOBILIEN	DE000PAT1AG3	Deutschland	EUR	XETRA	Equity	-	DAX Index	Real Estate	0.0006162914
551	DIVER GAS OIL RG	GB00BYX7JT74	Vereinigte Staaten	GBP	-	Equity	-	-	Energy	0.0006159262
552	GURIT-HEBERLEIN	CH0008012236	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Materials	0.0006155541
553	ORIOR	CH0111677362	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Consumer Staples	0.0006130468
554	BLUE PRISM GR.	GB00BYQ0HV16	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Information Technology	0.0006099237
555	S&T AG	AT0000A0E9W5	Österreich	EUR	-	Equity	-	DAX Index	Information Technology	0.0006081371
556	UNICAJA BANCO BR	ES0180907000	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Financials	0.0006034329
557	KOMAX N	CH0010702154	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Industrials	0.0006008253
558	YIT-YHTYMAE	FI0009800643	Finnland	EUR	Helsinki Stock Exchange	Equity	B1	OMX Helsinki Index	Industrials	0.0005997705
559	EUROCOMMERCIAL PROPERTIES	NL0000288876	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Real Estate	0.000597376
560	ALLIANCE PHARMA	GB0031030819	Vereinigtes Königreich	GBP	-	Equity	-	-	Health Care	0.0005968822
561	CELLINK RG-B	SE0013647385	Schweden	SEK	-	Equity	-	-	Health Care	0.0005961139
562	SOL MELIA	ES0176252718	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Consumer Discretionary	0.0005904379
563	TELECOM PLUS	GB0008794710	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Utilities	0.0005887435
564	REDES ENERGETICAS NACIONAIS	PTREL0AM0008	Portugal	EUR	Euronext Lisbon	Equity	-	-	Utilities	0.0005875786
565	GVS N	IT0005411209	Italien	EUR	-	Equity	-	-	Health Care	0.0005864646
566	COSMO PHARMACEUTICALS	NL0011832936	Niederlande	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Health Care	0.0005855224
567	KAUFMAN ET BROAD	FR0004007813	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Consumer Discretionary	0.0005854667
568	NSI	NL0012365084	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Real Estate	0.0005853966
569	MEDIASET ESP.	ES0152503035	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Communication Services	0.0005841557
570	FORTERRA	GB00BYYW3C20	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Materials	0.0005838445
571	EUSKALTEL S.A.	ES0105075008	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Communication Services	0.0005822726
572	VALORA N	CH0002088976	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Consumer Discretionary	0.0005819755
573	MITIE GROUP	GB0004657408	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.000577377
574	BABCOCK INTL.	GB0009697037	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Industrials	0.0005773731
575	WÜSTENROT & WÜRTTEMBERGISCHE	DE0008051004	Deutschland	EUR	XETRA	Equity	-	DAX Index	Financials	0.0005768839
576	AO WORLD	GB00BJTNFH41	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Consumer Discretionary	0.0005759797
577	CORPORACION FINANCIERA ALBA	ES0117160111	Spanien	EUR	Mercado Continuo Espana	Equity	-	IBEX 35 Index	Financials	0.0005749391
578	MEYER BURGER	CH0108503795	Schweiz	CHF	Scoach Switzerland	Equity	-	Swiss Market Index	Information Technology	0.0005737563
579	BILFINGER BERGER	DE0005909006	Deutschland	EUR	XETRA	Equity	Baa1	DAX Index	Industrials	0.0005678175
580	D/S NORDEN	DK0060083210	Dänemark	DKK	Copenhagen Stock Exchange	Equity	-	OMX COPENHAGEN 20 Index	Industrials	0.0005675738
581	GIMV	BE0003699130	Belgien	EUR	Euronext Brussels	Equity	-	BEL 20 Index	Financials	0.0005652318
582	CAREL INDUSTR N	IT0005331019	Italien	EUR	-	Equity	-	-	Industrials	0.0005639657
583	INTERPARFUMS	FR0004024222	Frankreich	EUR	Euronext Paris	Equity	-	CAC 40 Index	Consumer Staples	0.0005628955
584	ALFEN NV	NL0012817175	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Industrials	0.0005621498
585	ADVANCED METALLURGICAL GROUP	NL0000888691	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Materials	0.0005614947
586	MEDACTA GROUP SA	CH0468525222	Schweiz	CHF	-	Equity	-	-	Health Care	0.0005587061
587	F&C COMMERCIAL PROPERTY TR. LIMITED (NEW)	GG00B4ZPCJ00	Guernsey	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Real Estate	0.0005573262
588	SOLUTIONS 30	FR0013379484	Luxemburg	EUR	-	Equity	-	-	Information Technology	0.0005566911
589	KWS SAAT AG	DE0007074007	Deutschland	EUR	XETRA	Equity	-	DAX Index	Consumer Staples	0.0005529112
590	VERBIO AG	DE000A0JL9W6	Deutschland	EUR	XETRA	Equity	-	DAX Index	Energy	0.0005528985
591	SSAB A	SE0000171100	Schweden	SEK	Stockholm Stock Exchange	Equity	Ba3	OMX Stockholm 30 Index	Materials	0.00055227
592	WACKER NEUSON	DE000WACK012	Deutschland	EUR	XETRA	Equity	-	DAX Index	Industrials	0.0005498025
593	SKANDIABANKEN	NO0010739402	Norwegen	NOK	Oslo Stock Exchange	Equity	-	Oslo SE All-share Index	Financials	0.0005483537
594	PHARMING GROUP	NL0010391025	Niederlande	EUR	Euronext Amsterdam	Equity	-	Amsterdam Exchanges Index	Health Care	0.0005468377
595	VALNEVA	FR0004056851	Frankreich	EUR	-	Equity	-	-	Health Care	0.0005461965
596	CAPITA GROUP	GB00B23K0M20	Vereinigtes Königreich	GBP	London Stock Exchange	Equity	-	FTSE 100 Index	Information Technology	0.0005447464
